"Name","FacilityType","Location","Status","Food","Latitude","Longitude","Availability","Zip.Codes","description","FoodType"
"Treats by the Bay LLC","Truck","MARKET ST: DOLORES ST to 14TH ST (2001 - 2085) -- SOUTH --","REQUESTED","donuts: soft serve ice cream: coffee: sandwiches: drinks",37.7683100595534,-122.427416515356,"",28862,"<strong>Name: </strong>Treats by the Bay LLC<br><strong>Food:</strong> Donuts: Soft Serve Ice Cream: Coffee: Sandwiches: Drinks<br><strong>Location:</strong> MARKET ST: DOLORES ST to 14TH ST (2001 - 2085) -- SOUTH --<br><strong>Type:</strong> Truck<br><strong>Availability:</strong> ",""
"Marengo","Truck","WATERLOO ST: MARENGO ST to BAY SHORE BLVD (40 - 99)","REQUESTED","breakfast - egg: cheese: bacon: tomato: english muffin w/ butter: jam: or nutella: hard boiled eggs: fruit medley: water: coffee: milk: carrot juice: orange juice",37.7386499426562,-122.406186114295,"Mo-We:7AM-7PM",58,"<strong>Name: </strong>Marengo<br><strong>Food:</strong> Breakfast - egg: cheese: bacon: tomato: english muffin w/ butter: jam: or nutella: hard boiled eggs: fruit medley: water: coffee: milk: carrot juice: orange juice<br><strong>Location:</strong> WATERLOO ST: MARENGO ST to BAY SHORE BLVD (40 - 99)<br><strong>Type:</strong> Truck<br><strong>Availability:</strong> Mo-We:7AM-7PM",""
"SOHOMEI, LLC","Truck","VALENCIA ST: 18TH ST to 19TH ST (700 - 799)","REQUESTED","cold truck. deli: bbq chicken skewer: chinese spring roll: chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. drinks: coke: 7-up: dr. pepper: pepsi: redbull: vitamin water: rockstar: coconut juice: water. hot drinks: coffee: tea.",37.7609571682785,-122.421824199358,"Mo-Fr:11AM-12PM",28859,"<strong>Name: </strong>SOHOMEI, LLC<br><strong>Food:</strong> COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.<br><strong>Location:</strong> VALENCIA ST: 18TH ST to 19TH ST (700 - 799)<br><strong>Type:</strong> Truck<br><strong>Availability:</strong> Mo-Fr:11AM-12PM",""
"SOHOMEI, LLC","Truck","HOWARD ST: 01ST ST to MALDEN ALY (500 - 589)","REQUESTED","cold truck. deli: bbq chicken skewer: chinese spring roll: chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. drinks: coke: 7-up: dr. pepper: pepsi: redbull: vitamin water: rockstar: coconut juice: water. hot drinks: coffee: tea.",0,0,"Mo-Fr:6AM-7AM",NA,"<strong>Name: </strong>SOHOMEI, LLC<br><strong>Food:</strong> COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.<br><strong>Location:</strong> HOWARD ST: 01ST ST to MALDEN ALY (500 - 589)<br><strong>Type:</strong> Truck<br><strong>Availability:</strong> Mo-Fr:6AM-7AM",""
"SOHOMEI, LLC","Truck","CESAR CHAVEZ ST: SOUTH VAN NESS AVE to CAPP ST \ MISSION ST (3300 - 3398) -- NORTH --","REQUESTED","cold truck. deli: bbq chicken skewer: chinese spring roll: chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. drinks: coke: 7-up: dr. pepper: pepsi: redbull: vitamin water: rockstar: coconut juice: water. hot drinks: coffee: tea.",37.7485497942591,-122.416170662008,"Mo-Fr:8AM-9AM/11AM-12PM",28859,"<strong>Name: </strong>SOHOMEI, LLC<br><strong>Food:</strong> COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.<br><strong>Location:</strong> CESAR CHAVEZ ST: SOUTH VAN NESS AVE to CAPP ST \ MISSION ST (3300 - 3398) -- NORTH --<br><strong>Type:</strong> Truck<br><strong>Availability:</strong> Mo-Fr:8AM-9AM/11AM-12PM",""
"Julie's Hot Dogs","","MISSION ST: 14TH ST to 15TH ST (1800 - 1899)","REQUESTED","hot dogs: bacon wrap hot dogs: chicken burgers: energy drinks: water & various drinks",37.7673550213698,-122.420517913829,"Su/Fr/Sa:7AM-5PM",28853,"<strong>Name: </strong>Julie's Hot Dogs<br><strong>Food:</strong> Hot dogs: bacon wrap hot dogs: chicken burgers: energy drinks: water & various drinks<br><strong>Location:</strong> MISSION ST: 14TH ST to 15TH ST (1800 - 1899)<br><strong>Type:</strong> <br><strong>Availability:</strong> Su/Fr/Sa:7AM-5PM",""
"Eli's Hot Dogs","Push Cart","JERROLD AVE: BARNEVELD AVE to END (2351 - 2369)","REQUESTED","various styles of hot dogs & sausages: chips: breakfast sandwiches: chili: soda: water:",37.7469482955131,-122.403390960313,"Mo/Tu/We/Th/Fr:9AM-5PM",58,"<strong>Name: </strong>Eli's Hot Dogs<br><strong>Food:</strong> various styles of hot dogs & sausages: chips: breakfast sandwiches: chili: soda: water:<br><strong>Location:</strong> JERROLD AVE: BARNEVELD AVE to END (2351 - 2369)<br><strong>Type:</strong> Push Cart<br><strong>Availability:</strong> Mo/Tu/We/Th/Fr:9AM-5PM",""
"SOHOMEI, LLC","Truck","MISSION ST: ANNIE ST to 03RD ST (663 - 699)","REQUESTED","cold truck. deli: bbq chicken skewer: chinese spring roll: chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. drinks: coke: 7-up: dr. pepper: pepsi: redbull: vitamin water: rockstar: coconut juice: water. hot drinks: coffee: tea.",0,0,"Mo-Fr:7AM-8AM/10AM-11AM/12PM-1PM",NA,"<strong>Name: </strong>SOHOMEI, LLC<br><strong>Food:</strong> COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.<br><strong>Location:</strong> MISSION ST: ANNIE ST to 03RD ST (663 - 699)<br><strong>Type:</strong> Truck<br><strong>Availability:</strong> Mo-Fr:7AM-8AM/10AM-11AM/12PM-1PM",""
"CC Acquisition LLC","Push Cart","MARKET ST: 01ST ST \ BUSH ST to 02ND ST (501 - 599) -- SOUTH --","REQUESTED","chai tea",37.7904067199405,-122.399275886086,"Mo-Fr:8AM-4PM",28855,"<strong>Name: </strong>CC Acquisition LLC<br><strong>Food:</strong> Chai Tea<br><strong>Location:</strong> MARKET ST: 01ST ST \ BUSH ST to 02ND ST (501 - 599) -- SOUTH --<br><strong>Type:</strong> Push Cart<br><strong>Availability:</strong> Mo-Fr:8AM-4PM",""
"Singh Brothers Ice Cream","Truck","NIBBI CT: GILLETTE AVE to END (1 - 99)","REQUESTED","ice cream: pre-packaged chips: candies: bottled water & canned soda",37.7104516918675,-122.396149078996,"Mo-Fr:4PM-5PM",309,"<strong>Name: </strong>Singh Brothers Ice Cream<br><strong>Food:</strong> Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA<br><strong>Location:</strong> NIBBI CT: GILLETTE AVE to END (1 - 99)<br><strong>Type:</strong> Truck<br><strong>Availability:</strong> Mo-Fr:4PM-5PM",""
"Ruru Juice LLC","Truck","SUTTER ST: SANSOME ST to MONTGOMERY ST (50 - 99)","REQUESTED","smoothies: juice: salads: fruit bowls: soup",37.7903462473414,-122.401850190989,"Mo/We/Fr:9AM-1PM",28854,"<strong>Name: </strong>Ruru Juice LLC<br><strong>Food:</strong> Smoothies: Juice: Salads: Fruit Bowls: Soup<br><strong>Location:</strong> SUTTER ST: SANSOME ST to MONTGOMERY ST (50 - 99)<br><strong>Type:</strong> Truck<br><strong>Availability:</strong> Mo/We/Fr:9AM-1PM",""
"Singh Brothers Ice Cream","Truck","INGALLS ST: GEORGE CT to OAKDALE AVE (1300 - 1399)","REQUESTED","ice cream: pre-packaged chips: candies: bottled water & canned soda",37.7303742378628,-122.381861878657,"Mo-Fr:4PM-5PM",58,"<strong>Name: </strong>Singh Brothers Ice Cream<br><strong>Food:</strong> Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA<br><strong>Location:</strong> INGALLS ST: GEORGE CT to OAKDALE AVE (1300 - 1399)<br><strong>Type:</strong> Truck<br><strong>Availability:</strong> Mo-Fr:4PM-5PM",""
"Munch India","Truck","CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448)","REQUESTED","daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.",37.793304275561,-122.401458998413,"Mo/Fr:9AM-3PM",28854,"<strong>Name: </strong>Munch India<br><strong>Food:</strong> Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.<br><strong>Location:</strong> CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448)<br><strong>Type:</strong> Truck<br><strong>Availability:</strong> Mo/Fr:9AM-3PM",""
"Singh Brothers Ice Cream","Truck","FITZGERALD AVE: HAWES ST to INGALLS ST (1100 - 1199)","REQUESTED","ice cream: pre-packaged chips: candies: bottled water & canned soda",37.7201747226493,-122.389407114342,"Mo-Fr:2PM-3PM",58,"<strong>Name: </strong>Singh Brothers Ice Cream<br><strong>Food:</strong> Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA<br><strong>Location:</strong> FITZGERALD AVE: HAWES ST to INGALLS ST (1100 - 1199)<br><strong>Type:</strong> Truck<br><strong>Availability:</strong> Mo-Fr:2PM-3PM",""
